Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
elcho,8,northern_coastal,2009,1100,1100,1100,1,Streamwalk / Helicopter / Float (Boat) / Bank Walk,,1,5,,,Y (NOV),"Coho were observed in 7/11 SILs (Jul 30, Aug 31, Sep 12, 18, 20, Nov 15, Dec 1). The annual estimate (1100) was reportedly generated primarily from the 1 Dec survey conducted via helicopter. The 1 Dec SIL does not match the description provided in Annual Est. Rationale. It is likely that the date referenced in the rationale is an error, instead intending to refer to the 15 Nov survey which matches the description. Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in NOV. It seems there was a survey conducted at peak that observed coho (15 Nov), peak was likely captured. Estimate classification is likely listed as Low Resolution due the basis of the annual estimate on a single survey.","Coho were seen 7 times. Estimate is based mainly on the Dec. 01 heli inspection for a flight estimate of 1,100 (from a count of 1,056). A walk was done Sept 20 for an estimate of 400 instream, another walk was done Dec 01 for a estimate of 450 coho instream.",,11
elcho,8,northern_coastal,2010,570,570,570,1,Streamwalk / Bank Walk / Helicopter,,1,4,5 or 12,,UNK (NOV),"Coho were observed in 8/9 SILs (Aug 7, 31, Sep 8, 18, Oct 1, 25, 28, Nov 27). The annual estimate (570) was reportedly generated via peak live plus dead calculation, though it is unclear which survey they used as peak. It seems most likely that the 18 Sep survey was used (adult live estimated total matches the annual estimate of 570), but the surveyors note this inspection occured before the start of spawning and no dead count is provided. Additionally, estimated escapement to date is listed as 570 on the final survey (27 Nov). Peak timing is not provided on the SEN and survey coverage of run timing is unclear. Surveyors note that the 25 Oct survey was conducted before the start of spawning, but no such information is provided for later SILs. The stream catalogue indicates peak spawning as occuring in NOV during which one survey was conducted (27 Nov), but it is unclear is this survey was used to generate the estimate. Recommend changing estimate method from ""Peak Live Plus Dead"" to ""Expert Opinion"" or ""Other"" as there is no indication of dead being included in the calculation.",Coho were seen on 8 occasions. On 2 inspections the stream above the falls was inspected but no coho were seen there (probably water conditions prevented access there this year). A peak live plus dead was used to arrive at the estimated annual escapement.,,9
elcho,8,northern_coastal,2011,1500,1500,1500,2,Streamwalk / Helicopter / Bank Walk,,5,5,,,Y (NOV B),"Coho were observed in 3/6 SILs (Aug 6, Nov 8, 17). The annual estimate (1500) seems to have been generated as a combination of the 8 Nov and 17 Nov inspections, the latter is indicated as having been conducted at peak. Unfortunately, viewing conditions for the 17 Nov inspection are recorded as Low stream visibility and Poor fish countability, with the estimate reliability for that survey indicated as Low. Likely the adult live estimated total from the 8 Nov inspection (1200) was added to a portion of the adult live estimated total for the 17 Nov inspection (900) that was believed to be new to the system since the previous survey (no % new provided).  Likely classified as Low Resolution due to the poor viewing conditions for the peak survey (17 Nov).",Coho - Had good conditions for the helicoter inspection but poor for the foot inspection which suggest a higher return. The estimate of 1500 is likely conservative.,,6
elcho,8,northern_coastal,2012,1300,1300,1300,2-Jan,Streamwalk / Bank Walk / Helicopter,,5,5,,,Y (NOV C),"Coho were observed in 6/7 SILs** (Aug 7, Sep 1, 15, 24, Nov 26**). The annual estimate (1300) was generated as a combination of adult live estimates and redd counts from the last inspections, likely referring to the two surveys conducted on 26 Nov. Likely the adult live estimated total (700-750) was added to an estimate of dead spawners (two spawners per unaccompanied redd = ~500) to achieve the annual estimate of 1300. The SEN indicates NOV C as peak spawning, during which the survey(s) used to generate the estimate was conducted (26 Nov). Likely classified as Low Resolution due to the basis of the estimate on a single survey date and long gap between critical surveys (i.e. 24 Sep - 26 Nov).",Coho - Saw Coho on the six stream walks and one helicopter flight inspections. The last two inspections (flight and walk) were both on November 26 and very similar numbers of coho (700 to 750) were seen as well as 246 unaccompanied redds. The total estimate was derived from the live and redd counts from the last inspections. ,,7
elcho,8,northern_coastal,2013,700,700,700,1,Streamwalk / Bank Walk,,5,5,,,N (NOV A),"Coho were observed in 5/6 SILs (Aug 17, Sep 8, 14, 25, Nov 24). The annual estimate (700) was generated as a combination of adult live and dead estimates (350 and 200 respectively) along with unaccompanied redds (148) from the final survey (24 Nov). It seems this was likely done by adding the estimated live and dead counts (550 total) to the unaccompanied redd count (148) to generate an annual estimate of ~700. Surveyors note that due to poor viewing conditions, the estimate should be treated as ""an unreliable minimum"". Peak timing is indicated on the SEN as NOV A during which there were no surveys conducted, peak was likely missed. Likely classified as Low Resolution due to the basis of the estimate on a single survey conducted in poor conditions and long gap between critical surveys (i.e. 25 Sep - 24 Nov).","Coho were seen 5 times; the last walk of November 24 was specifically targeted at coho. Unfortunately the walk was conducted under less than ideal conditions and reliability suffered accordingly. 350 live coho and 200 dead were estimated. 148 unaccompanied redds were also counted. The annual estimate is a composite of these numbers and should be seen as an unreliable minimum. The previous walks saw a high count of 85 coho only, so most of the estimate rests with the last walk. ",,6
elcho,8,northern_coastal,2014,1325,1325,1325,1,Plane / Streamwalk / Bank Walk,,5,5,,,UNK (NOV C),"Coho were observed in 5/6 SILs (Aug 27, Sep 6, 14, 24, Nov 17). The annual estimate (1325) was generated as a combination of adult live estimate (1175) and redd count (76) from the final survey (17 Nov). The redd count was likely expanded to account for two spawners per redd (~150). The adult live estimate and expanded redd count add to ~1325 which matches the provided annual estimate. Surveyors note that the final survey (17 Nov) was conducted close to peak, though may have been somewhat early according to the estimate of peak timing provided in the SEN (NOV C). Likely classified as Low Resolution due to the basis of the estimate on a single survey and long gap between critical surveys (i.e. 25 Sep - 17 Nov).",Coho were counted 5 times. The last count was considered close to the peak and the estimate from that count in addition to the redd count was the basis for the annual estimate entered above.,,6
elcho,8,northern_coastal,2015,1350,1350,1350,1,Float (Boat) / Streamwalk / Bank Walk,,5,5,,,Y (NOV C),"Coho were observed in 5/6 SILs (Aug 14, 25, Sep 5, 16, Nov 21). The annual estimate (1350) was generated as a combination of adult live estimate (850) and estimated unaccompanied redds (250) from the final survey (21 Nov). The redd count was likely expanded to account for two spawners per redd (~500). The adult live estimate and expanded redd count add to ~1350 which matches the provided annual estimate. The estimate-generating survey (21 Nov) was conducted during the estimate of peak timing provided in the SEN (NOV C). Likely classified as Low Resolution due to the basis of the estimate on a single survey and long gap between critical surveys (i.e. 16 Sep - 21 Nov).","Coho were seen 5 times, the annual estimate being based on the highest count of November 21. Live plus unaccompanied redd estimates were added and entered above as the annual estimate.",,6
elcho,8,northern_coastal,2016,NA,A/P,A/P,5,Streamwalk / Bank Walk,,,6,,,N (NOV),"Coho were observed in 4/5 SILs (Aug 14, Sep 8, 22, Dec 1). There was no numerical estimate generated this year due to poor viewing conditions and incomplete coverage of run timing. The surveyors note that the adult live estimated total (230) from the 22 Sep SIL was too early to base an annual estimate from. Peak timing is not provided in the SEN. According to the stream catalogue, peak spawning should occur in NOV.","Coho were seen 3 times. The last walk was incomplete and of very low quality because of rising snow-melt waters. The first coho count was of a carcass, the next (incomplete walk) saw only (8) ocean fish, the last recorded 230 coho. This number from a walk on September 22, is not close enough to the peak of run timing to be useful in a walk estimate and none was made. ",,5
elcho,8,northern_coastal,2017,NA,A/P,A/P,2,Streamwalk / Bank Walk,,,6,,,N (NOV),"Coho were observed in 1/2 SILs (4 Sep). There was no numerical estimate generated this year due to poor viewing conditions and incomplete coverage of run timing. Peak timing is not provided in the SEN. According to the stream catalogue, peak spawning should occur in NOV.","Coho were also seen once, but on the 2nd walk, under poor viewing conditons. No annual estimate could be made without later-season walks. On September 4th, 2 ocean coho and 1 instream were seen, under very poor conditions. ",,2
elcho,8,northern_coastal,2018,130,130,130,2,Streamwalk / Bank Walk,,5,5,,,N (NOV A),"Coho were observed in 3/5 SILs (Aug 24, Oct 15, Nov 30). The annual estimate (130) was generated as a combination of the final two surveys (15 Oct, 30 Nov), though peak spawning was missed. The surveyors indicate they added the estimates of live and dead adults after the flood (40 total; from 30 Nov) to the estimated escapement to date indicated in the prior survey (90; from 15 Oct), the sum of which matches the provided annual estimate of 130. ","Coho were seen on 3 occasions. The annual escapement estimate is an expert opinion based primarily on the last 2 observations. The peak of spawn was missed and a flood intervened, which may have caused an even greater inaccuracy, but it was felt that in the absence of new redds on the last walks and the few coho seen on the last walk (poor conting conditions, notwithstanding) the annual estimate of live plus dead, post-flood, plus the total to date from the walk prior is reasonably accurate, given the few observations.",,5
