SEASON,Logistical_Area,Year,MONTH,AREA,METHOD,ITEM_GROUP,Item,ADIPOSE_MODIFIER,Disposition,RETAINABLE,ESTIMATE,VARIANCE,UNITS,BCF,BCF_SD,ESTIMATE_CAL,VARIANCE_CAL,UNITS_CAL,SE_CAL,CALIBRATED,PROP_GUIDED,PROP_LODGE,PROP_RESIDENT
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,84.00675994,3039.800479,Pieces,0.45112,0.10272378,186.21821,16734.96672,Pieces,129.3637,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,90.72516068,5974.567371,Pieces,1.76068,0.324269619,51.52848,2017.34646,Pieces,44.91488,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Dogfish,Not Applicable,Kept,Legal Size,99.89712919,3021.956154,Pieces,0.34622,0.492896917,288.53656,193947.3623,Pieces,440.39455,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,518.694207,43864.60014,Pieces,0.7936,0.056979448,653.59653,71850.53294,Pieces,268.0495,Yes,0.05974,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,2827.723511,66568.90785,Fisher days,1.86976,0.07679614,1512.34571,22899.85365,Boat trips,151.32698,Yes,0.12467,0.00784,0.93788
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,379.3126316,12782.35913,Fisher days,1.86976,0.07679614,202.86702,3725.70589,Boat trips,61.03856,Yes,0.14686,0,0.97639
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,164.8799445,4495.744221,Pieces,0.61491,0.103869673,268.13671,13941.38618,Pieces,118.07365,Yes,0.03947,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,218.8419654,8491.089397,Pieces,1.17605,0.169408658,186.08219,6857.70497,Pieces,82.81126,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,572.3117201,11880.38052,Pieces,1.23,0.149,465.29408,11029.72143,Pieces,105.02248,Yes,0.17804,0,0.96699
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,166.5308354,3431.342726,Pieces,1.42,0.254,117.27524,2141.76865,Pieces,46.27925,Yes,0.21613,0,0.98109
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,238.5030092,2347.308192,Pieces,0.89128,0.094595385,267.59605,3761.51692,Pieces,61.33121,Yes,0.23042,0.00932,0.91376
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,633.8225416,20265.05043,Pieces,0.84346,0.076883752,751.45536,33177.03892,Pieces,182.14565,Yes,0.05869,0.00351,0.96677
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Kept,Legal Size,11.09968102,112.1032377,Pieces,NA,NA,11.09968102,112.10324,Pieces,10.58788,No,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,31.40276296,344.3351923,Pieces,NA,NA,31.40276296,344.33519,Pieces,18.55627,No,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,79.99493869,703.3485302,Pieces,NA,NA,79.99493869,703.34853,Pieces,26.52072,No,0.13692,0,0.96064
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,518.0794441,124049.6604,Pieces,NA,NA,518.0794441,124049.6604,Pieces,352.20684,No,0.0155,0,0.98271
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Other and unknown sharks,Not Applicable,Released,Unspecified,79.62547966,5862.464133,Pieces,NA,NA,79.62547966,5862.46413,Pieces,76.56673,No,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,158.9947519,7398.735451,Pieces,2.23614,0.249627511,71.10232,1542.6538,Pieces,39.27663,Yes,0.50081,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,39.81273983,813.9810779,Pieces,3.50147,0.630825418,11.37029,70.5879,Pieces,8.40166,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,1.25416,0.078866658,1.77229,1.7403,Pieces,1.31921,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,114.1188864,2812.326769,Pieces,0.41161,0.058010258,277.25003,18126.25531,Pieces,134.63378,Yes,0.01858,0,0.97241
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,81.45584751,1562.678291,Pieces,1.15606,0.327638072,70.45988,1568.01406,Pieces,39.59816,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Sablefish,Not Applicable,Kept,Legal Size,13.27091328,162.8462259,Pieces,2.11453,0.385666751,6.27606,37.73114,Pieces,6.14257,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Sculpins,Not Applicable,Kept,Legal Size,24.3705943,274.9494637,Pieces,0.28812,0.190989649,84.58488,6455.9444,Pieces,80.34889,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Sculpins,Not Applicable,Released,Unspecified,15.92924661,167.2546287,Pieces,0.20136,0.076688018,79.1083,5032.79561,Pieces,70.9422,Yes,0,0,0.83312
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Skates,Not Applicable,Kept,Legal Size,13.3224167,114.8210559,Pieces,0.12192,3.345706718,109.27179,8999427.396,Pieces,2999.90456,Yes,0.16684,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,128.2198115,3083.233945,Pieces,1.94418,0.324589371,65.95059,936.94216,Pieces,30.60951,Yes,0.27509,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,17.60703396,147.9415271,Pieces,0.21865,0.227000613,80.52611,10083.72182,Pieces,100.41774,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Tiger,Not Applicable,Released,Unspecified,11.09968102,112.1032377,Pieces,0.15182,0.300461226,73.1108,25799.05769,Pieces,160.62085,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,2.880952381,5.41893424,Pieces,NA,NA,2.880952381,5.41893,Pieces,2.32786,No,1,0,0
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Vermilion,Not Applicable,Kept,Legal Size,13.27091328,162.8462259,Pieces,0.90412,0.092440586,14.67827,201.46889,Pieces,14.19397,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,28.76456223,654.1027219,Pieces,1.03691,0.18876382,27.74065,633.86731,Pieces,25.17672,Yes,0.07727,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Kept,Legal Size,2.119760479,2.373624009,Pieces,0.42882,0.084187973,4.94324,13.84992,Pieces,3.72155,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,45.1294065,831.614689,Pieces,NA,NA,45.1294065,831.61469,Pieces,28.83773,No,0,0,0.88219
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,52.89294648,446.1647324,Pieces,1.76915,0.14063428,29.89738,148.19789,Pieces,12.17366,Yes,0.29112,0.04202,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,2.222735675,2.717818205,Pieces,1.74767,0.195909392,1.27183,0.91014,Pieces,0.95401,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Bocaccio Rockfish,Not Applicable,Kept,Legal Size,11.09968102,112.1032377,Pieces,1.04223,0.386826356,10.64993,118.82693,Pieces,10.90078,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Canary,Not Applicable,Kept,Legal Size,8.730088616,38.55610756,Pieces,1.26178,0.128794339,6.91887,24.71608,Pieces,4.97153,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Canary,Not Applicable,Released,Unspecified,22.9267256,205.4488524,Pieces,1.70749,0.439084328,13.42715,82.38921,Pieces,9.07685,Yes,0.13733,0,0.86267
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,11.20023787,42.18759565,Pieces,0.42668,0.121062143,26.24974,287.1994,Pieces,16.94696,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),137.3359029,2245.927926,Pieces,0.99775,0.043274314,137.64561,2291.70914,Pieces,47.8718,Yes,0.54851,0,0.95415
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),185.5299479,9447.138155,Pieces,0.78112,0.056483068,237.51786,15778.32426,Pieces,125.6118,Yes,0.03507,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),18.64210834,172.3283812,Pieces,0.99775,0.043274314,18.68415,173.76318,Pieces,13.18193,Yes,0.28812,0,0.83111
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),127.1358425,3366.15451,Pieces,0.78112,0.056483068,162.76096,5655.45994,Pieces,75.20279,Yes,0.17627,0,0.87618
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,26.44647324,212.2685803,Pieces,0.78112,0.056483068,33.85712,353.8904,Pieces,18.81197,Yes,0.25214,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),3.148459384,6.764337107,Pieces,0.99775,0.043274314,3.15556,6.81361,Pieces,2.61029,Yes,1,0,0
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),22.00100189,201.4023335,Pieces,0.78112,0.056483068,28.16597,334.23554,Pieces,18.28211,Yes,0.3968,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,2.222735675,2.717818205,Pieces,0.9053,0.046209447,2.45525,3.33187,Pieces,1.82534,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,2.222735675,2.717818205,Pieces,0.80271,0.052107393,2.76904,4.25028,Pieces,2.06162,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,3.148459384,6.764337107,Pieces,0.9053,0.046209447,3.47781,8.28505,Pieces,2.87838,Yes,1,0,0
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,19.52205882,322.5446042,Pieces,0.80271,0.052107393,24.32019,503.07116,Pieces,22.42925,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,66.57784559,484.0394178,Pieces,0.45112,0.10272378,147.58345,3507.82582,Pieces,59.2269,Yes,0.63616,0.03339,0.85813
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,26.51197401,130.9493615,Pieces,1.76068,0.324269619,15.0578,49.93267,Pieces,7.06631,Yes,0.25152,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,112.5538058,4412.558636,Pieces,0.7936,0.056979448,141.82687,7109.96805,Pieces,84.32063,Yes,0.23555,0.0395,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,1294.413522,28251.47119,Fisher days,1.86976,0.07679614,692.28859,8889.58133,Boat trips,94.28458,Yes,0.28996,0.01266,0.93919
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,96.84537018,1765.219326,Fisher days,1.86976,0.07679614,51.79562,509.45086,Boat trips,22.57102,Yes,0.63678,0.06885,0.93498
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,48.54282845,1504.172141,Pieces,0.61491,0.103869673,78.94298,4155.90874,Pieces,64.46634,Yes,0.17984,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,2.222735675,2.717818205,Pieces,1.17605,0.169408658,1.89,2.03915,Pieces,1.42799,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,163.3268423,2632.305251,Pieces,1.23,0.149,132.78605,1998.64914,Pieces,44.70625,Yes,0.31876,0.01298,0.92289
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,2.222735675,2.717818205,Pieces,1.42,0.254,1.56531,1.42625,Pieces,1.19426,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,59.1758679,525.5726473,Pieces,0.89128,0.094595385,66.39425,711.2697,Pieces,26.66964,Yes,0.10641,0.05321,0.89359
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,323.2027746,10779.33372,Pieces,0.84346,0.076883752,383.18684,16371.75907,Pieces,127.95217,Yes,0.10616,0,0.97078
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,41.16769314,189.1820919,Pieces,NA,NA,41.16769314,189.18209,Pieces,13.75435,No,0.94601,0.05399,0.69408
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,156.1604413,10813.90419,Pieces,NA,NA,156.1604413,10813.90419,Pieces,103.98992,No,0.10911,0,0.91935
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,29.63881416,284.0874248,Pieces,2.23614,0.249627511,13.25445,59.00315,Pieces,7.68135,Yes,0.17775,0,0.89377
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,16.41937266,169.610563,Pieces,0.41161,0.058010258,39.89061,1032.71499,Pieces,32.13588,Yes,0.19175,0,0.80825
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,46.56995634,1171.775366,Pieces,1.15606,0.327638072,40.28334,1007.10618,Pieces,31.73494,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Sablefish,Not Applicable,Kept,Legal Size,3.148459384,6.764337107,Pieces,2.11453,0.385666751,1.48896,1.58661,Pieces,1.25961,Yes,1,0,0
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Sculpins,Not Applicable,Kept,Legal Size,28.76456223,328.2852442,Pieces,0.28812,0.190989649,99.83535,8334.29,Pieces,91.29233,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Skates,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,0.12192,3.345706718,18.2311,250477.4862,Pieces,500.47726,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,8.009395792,25.53210346,Pieces,1.94418,0.324589371,4.11968,7.22788,Pieces,2.68847,Yes,0.3931,0,0.6069
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,9.721872816,75.07106542,Pieces,0.21865,0.227000613,44.46317,3701.13274,Pieces,60.83694,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Tiger,Not Applicable,Released,Unspecified,6.507352941,35.83828936,Pieces,0.15182,0.300461226,42.86229,8750.49649,Pieces,93.54409,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,NA,NA,2.222735675,2.71782,Pieces,1.64858,No,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,5.371195058,9.482155312,Pieces,NA,NA,5.371195058,9.48216,Pieces,3.07931,No,1,0,0.41383
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,44.67367624,1484.3838,Pieces,1.03691,0.18876382,43.08347,1442.10234,Pieces,37.97502,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Kept,Legal Size,6.980696887,21.14139037,Pieces,0.42882,0.084187973,16.27885,125.18376,Pieces,11.18855,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Released,Unspecified,26.64483339,453.8460744,Pieces,0.1622,0.096051503,164.27148,26713.75235,Pieces,163.44342,Yes,0.16684,0,1
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,44.55836257,368.0934711,Pieces,NA,NA,44.55836257,368.09347,Pieces,19.18576,No,0.04988,0.04988,0.6467
2025-2026,Victoria,2025,5,Area 20 (East),Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,6.296918768,27.05734843,Pieces,NA,NA,6.296918768,27.05735,Pieces,5.20167,No,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,114.0716331,2298.766484,Pieces,1.76915,0.14063428,64.47821,760.72674,Pieces,27.58128,Yes,0.1155,0.05846,0.80679
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,109.1519608,4584.038782,Pieces,1.74767,0.195909392,62.4557,1549.83858,Pieces,39.36799,Yes,0,0,0.59617
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,10.95282429,46.70956218,Pieces,0.42668,0.121062143,25.66988,309.61413,Pieces,17.59586,Yes,1,0.40587,1
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),3.148459384,6.764337107,Pieces,0.78112,0.056483068,4.0307,11.17133,Pieces,3.34235,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),0,0,Pieces,0.78112,0.056483068,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,0,0,Pieces,0.78112,0.056483068,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),0,0,Pieces,0.78112,0.056483068,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,6.507352941,35.83828936,Pieces,0.45112,0.10272378,14.42488,186.89055,Pieces,13.67079,Yes,1,0,1
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,112.7483836,708.6301071,Fisher days,1.86976,0.07679614,60.30099,208.83143,Boat trips,14.451,Yes,0.41425,0.17685,0.84115
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,19.52205882,322.5446042,Pieces,0.61491,0.103869673,31.74783,881.79422,Pieces,29.69502,Yes,0,0,1
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,44.70973389,755.4621791,Pieces,1.17605,0.169408658,38.01686,576.2016,Pieces,24.0042,Yes,0,0,0.43664
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,7.539402341,20.35142932,Pieces,1.23,0.149,6.1296,14.00328,Pieces,3.7421,Yes,0.29482,0,0.29482
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.42,0.254,0,0,Pieces,0,Yes,0,0,0
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,75.27737905,1310.62143,Pieces,0.89128,0.094595385,84.45985,1730.2219,Pieces,41.59594,Yes,0.26488,0.26488,0.70723
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,28.70671498,484.2512403,Pieces,0.84346,0.076883752,34.03447,690.30257,Pieces,26.27361,Yes,0,0,1
2025-2026,Port Renfrew,2025,5,Area 20 (West),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,6.359281437,21.36261609,Pieces,NA,NA,6.359281437,21.36262,Pieces,4.62197,No,0,0,1
